pageid,title,birth_y,birth_m,birth_d,death_y,death_m,death_d,death_age
36882,Blake Edwards,1922,7,26,2010,12,15,88
936912,David &quot;Honeyboy&quot; Edwards,1915,6,28,2011,8,29,96
11585982,James Edwards (actor),1918,3,6,1970,1,4,51
13841744,Neely Edwards,1883,9,16,1965,7,10,81
3135703,Ralph Edwards,1913,6,13,2005,11,16,92
875741,Sam Edwards,1915,5,26,2004,7,28,89
1786479,Vince Edwards,1928,7,7,1996,3,11,67
45004763,Walter Edwards (director),1870,1,8,1920,4,12,50
8037150,Eddie Egan,1930,1,3,1995,11,4,65
1769719,Anthony Eisley,1925,1,19,2003,1,29,78
1765370,Jack Elam,1920,11,13,2003,10,20,82
1397637,Dana Elcar,1927,10,10,2005,6,6,77
2016256,Robert Ellenstein,1923,6,18,2010,10,28,87
24090658,Biff Elliot,1923,7,26,2012,8,15,89
3099535,Dick Elliott,1886,4,30,1961,12,22,75
100856,Bob Elliott (comedian),1923,3,26,2016,2,2,92
42621167,Robert Elliott (actor born 1944),1944,6,2,2004,12,25,60
45014406,Robert Elliott (actor),1879,10,9,1951,11,15,72
1982679,Stephen Elliott (actor),1918,11,27,2005,5,21,86
18418711,Wild Bill Elliott,1904,10,16,1965,11,26,61
50675811,William Elliott (African American actor),1934,6,4,1983,9,30,49
22467826,Edward Ellis (actor),1870,11,12,1952,7,26,81
15669800,Frank Ellis (actor),1897,2,26,1969,2,23,71
15706859,Robert Ellis (actor born 1892),1892,6,27,1974,12,29,82
45713433,Robert Ellis (actor born 1933),1933,8,24,1973,11,23,40
3347462,James Ellison (actor),1910,5,4,1993,12,23,83
11950431,William Elmer,1869,4,25,1945,2,24,75
622305,Julian Eltinge,1881,5,14,1941,3,7,59
595996,Eric Emerson,1945,6,23,1975,5,28,29
13836845,John Emery (actor),1905,5,20,1964,11,16,59
18309656,Robert Emhardt,1913,7,24,1994,12,26,81
23374401,Roy Engel,1913,9,13,1980,9,29,67
5681896,William Engesser,1939,2,21,2002,6,20,63
13250856,Billy Engle,1889,5,28,1966,11,28,77
36702314,Tony Epper,1938,10,1,2012,7,20,73
148764,Leif Erickson (actor),1911,10,27,1986,1,29,74
31645802,George Ernest,1921,11,20,2009,6,25,87
3190007,Leon Errol,1881,7,3,1951,10,12,70
22231011,Drummond Erskine,1919,4,7,2009,3,21,89
7125883,Bill Erwin,1914,12,2,2010,12,29,96
1223982,Stuart Erwin,1903,2,14,1967,12,21,64
3251910,Daniel Escobar,1964,4,9,2013,12,13,49
34410685,Fred Essler,1895,2,13,1973,1,17,77
44576942,Alphonse Ethier,1874,12,10,1943,1,4,68
2400508,Gene Evans,1922,7,11,1998,4,1,75
141883,Josh Ryan Evans,1982,1,10,2002,8,5,20
780506,Maurice Evans (actor),1901,6,3,1989,3,12,87
4811383,Terrence Evans,1934,6,21,2015,8,7,81
2226346,Chad Everett,1937,6,11,2012,7,24,75
8686878,Rex Everhart,1920,6,13,2000,3,13,79
1633975,Jason Evers,1922,1,2,2005,3,13,83
1374812,Tom Ewell,1909,4,29,1994,9,12,85
1763826,William Eythe,1918,4,7,1957,1,26,38
44972022,Tom Fadden,1895,1,6,1980,4,14,85
11818934,Stanley Fafara,1949,9,20,2003,9,20,54
29818009,Douglas Fairbanks,1883,5,23,1939,12,12,56
229504,Douglas Fairbanks Jr.,1909,12,9,2000,5,7,90
23725,Peter Falk,1927,9,16,2011,6,23,83
2706321,James Farentino,1938,2,24,2012,1,24,73
809289,Dennis Farina,1944,2,29,2013,7,22,69
144218,Chris Farley,1964,2,15,1997,12,18,33
22042521,Morgan Farley,1898,10,3,1988,10,11,90
44963607,James Farley (actor),1882,1,8,1947,10,12,65
171579,Richard Farnsworth,1920,9,1,2000,10,6,80
2233430,Dustin Farnum,1874,5,27,1929,7,3,55
5753438,William Farnum,1876,7,4,1953,6,5,76
4946558,Charles Farrell,1901,8,9,1990,5,6,88
3230711,Timothy Farrell,1922,6,26,1989,5,9,66
18891954,Tommy Farrell,1921,10,7,2004,5,9,82
27208478,Ralph Faulkner,1891,7,20,1987,1,28,95
15446247,Martin Faust (actor),1886,1,16,1943,7,19,57
14729358,George Fawcett,1860,8,25,1939,6,6,78
15384778,William Fawcett (actor),1894,9,8,1974,1,25,79
2367228,Frank Fay (American actor),1891,11,17,1961,9,25,69
21238296,Herbie Faye,1899,2,2,1980,6,28,81
2304048,Frank Faylen,1905,12,8,1985,8,2,79
9710180,Ron Feinberg,1932,10,10,2005,1,29,72
1034625,Norman Fell,1924,3,24,1998,12,14,74
7044532,Don Fellows,1922,12,2,2007,10,21,84
1282699,Parker Fennelly,1891,10,22,1988,1,22,96
2533803,Frank Fenton (actor),1906,4,9,1957,7,24,51
13463141,Mark Fenton,1866,11,11,1925,7,29,58
15670148,Al Ferguson,1888,4,19,1971,12,4,83
14037992,Casson Ferguson,1891,5,29,1929,2,12,37
7197238,Frank Ferguson,1906,12,25,1978,9,12,71
1614241,Mel Ferrer,1917,8,25,2008,6,2,90
156546,Stepin Fetchit,1902,5,30,1985,11,19,83
2123458,John Fiedler,1925,2,3,2005,6,25,80
7369296,George Field (actor),1877,3,18,1925,3,9,47
47408611,Edward Fielding,1875,3,19,1945,1,10,69
2612871,Romaine Fielding,1867,5,22,1927,12,16,60
31756966,Stanley Fields (actor),1883,5,20,1941,4,23,57
211494,W. C. Fields,1880,1,29,1946,12,25,66
3462176,Carmen Filpi,1923,3,22,2003,5,9,80
6398078,Dennis Fimple,1940,11,11,2002,8,23,61
1428928,Fyvush Finkel,1922,10,9,2016,8,14,93
1915670,James Finlayson (actor),1887,8,27,1953,10,9,66
1591219,William Finley (actor),1940,9,20,2012,4,14,71
6333606,John Finnegan (actor),1926,8,18,2012,7,29,85
27882186,Eddie Firestone,1920,12,11,2007,3,1,86
365841,Eddie Fisher (singer),1928,8,10,2010,9,22,82
14821178,George Fisher (actor),1891,8,10,1960,8,13,69
24172541,Shug Fisher,1907,9,26,1984,3,16,76
14663610,Richard Fiske,1915,11,20,1944,8,10,28
3251885,Robert Fiske (actor),1889,10,20,1944,9,12,54
15658477,Robert Fitzpatrick,1937,7,2,2010,10,23,73
5097123,Paul Fix,1901,3,13,1983,10,14,82
14112388,Pat Flaherty (actor),1897,3,8,1970,12,2,73
2197689,Ed Flanders,1934,12,29,1995,2,22,60
12989152,James Flavin,1906,5,14,1976,4,23,69
42458272,Harry Fleer,1916,3,26,1994,10,14,78
11571173,Eric Fleming,1925,7,4,1966,9,28,41
9710700,Theodore J. Flicker,1930,6,6,2014,9,12,84
2138074,Jay C. Flippen,1899,3,6,1971,2,3,71
2114641,George Buck Flower,1937,10,28,2004,6,18,66
67030,Errol Flynn,1909,6,20,1959,10,14,50
4985226,Joe Flynn (American actor),1924,11,8,1974,7,19,49
46228,Henry Fonda,1905,5,16,1982,8,12,77
931276,Benson Fong,1916,10,10,1987,8,1,70
25798656,Lee Tung Foo,1875,4,23,1966,5,1,91
21054544,Ralph Foody,1928,11,13,1999,11,21,71
5754043,Dick Foran,1910,6,18,1979,8,10,69
2476466,Francis Ford (actor),1881,8,14,1953,9,5,72
644344,Glenn Ford,1916,5,1,2006,8,30,90
2627769,Harrison Ford (silent film actor),1884,3,16,1957,12,2,73
3677700,Paul Ford,1901,11,2,1976,4,12,74
15897806,Philip Ford (film director),1900,10,16,1976,1,12,75
9148793,Joey Forman,1929,11,18,1982,12,9,53
4493410,Tom Forman (actor),1893,2,22,1926,11,7,33
1591611,Steve Forrest (actor),1925,9,29,2013,5,18,87
12826368,William Forrest (actor),1902,10,10,1989,1,26,86
42757616,Grant Forsberg,1959,7,22,2007,7,17,47
884153,Henderson Forsythe,1917,9,11,2006,4,17,88
355825,John Forsythe,1918,1,29,2010,4,1,92
71571,Bob Fosse,1927,6,23,1987,9,23,60
13521573,J. Morris Foster,1881,9,9,1966,4,24,84
2141195,Norman Foster (director),1903,12,13,1976,7,7,72
2279069,Preston Foster,1900,8,24,1970,7,14,69
2065921,Byron Foulger,1899,8,27,1970,4,4,70
38179758,Robert Foulk,1908,5,5,1989,2,25,80
2376115,Douglas Fowley,1911,5,30,1998,5,21,86
7223478,Earle Foxe,1891,12,25,1973,12,10,81
192277,Redd Foxx,1922,12,9,1991,10,11,68
8675416,Eddie Foy Jr.,1905,2,4,1983,7,15,78
48947722,Charley Foy,1898,6,12,1984,8,22,86
2407332,Sergio Franchi,1926,4,6,1990,5,1,64
161492,Anthony Franciosa,1928,10,25,2006,1,19,77
861589,Coleman Francis,1919,1,24,1973,1,15,53
4333060,Robert Francis (actor),1930,2,26,1955,7,31,25
4109099,James Franciscus,1934,1,31,1991,7,8,57
17384534,Christian J. Frank,1890,3,13,1967,12,12,77
13434230,J. Herbert Frank,1885,5,12,1926,3,7,40
1911918,Richard Frank (actor),1953,1,4,1995,8,27,42
4998193,Tony Frank (actor),1943,12,9,2000,4,18,56
15109302,Steve Franken,1932,5,27,2012,8,24,80
4411641,William Frankfather,1944,8,4,1998,12,28,54
2721242,Arthur Franz,1920,2,29,2006,6,17,86
11456960,Eduard Franz,1902,10,31,1987,2,10,84
259159,William Frawley,1887,2,26,1966,3,3,79
24010523,Dan Frazer,1921,11,20,2011,12,16,90
44849781,Fred Aldrich,1904,12,23,1979,1,25,74
24021616,Charles Fredericks,1918,9,5,1970,5,14,51
26183016,Dean Fredericks,1924,1,21,1999,6,30,75
5469190,Bert Freed,1919,11,3,1994,8,2,74
961547,Al Freeman Jr.,1934,3,21,2012,8,9,78
15001924,Howard Freeman,1899,12,9,1967,12,11,68
11386003,J. E. Freeman,1946,2,2,2014,8,9,68
537403,Paul Frees,1920,6,22,1986,11,2,66
2233398,Charles K. French,1860,1,17,1952,8,2,92
13155833,George B. French,1883,4,14,1961,6,9,78
1391550,Victor French,1934,12,4,1989,6,15,54
536880,Glenn Frey,1948,11,6,2016,1,18,67
1392271,Leonard Frey,1938,9,4,1988,8,24,49
6638440,Milton Frome,1909,2,24,1989,3,21,80
1432257,Dwight Frye,1899,2,22,1943,11,7,44
2447746,Virgil Frye,1930,8,21,2012,5,7,81
1566065,Alan Fudge,1944,2,27,2011,10,10,67
15140074,Willie Fung,1896,3,3,1945,4,16,49
28194391,Alan Furlan,1920,4,13,1997,5,14,77
691099,George Furth,1932,12,14,2008,8,11,75
1796603,Martin Gabel,1912,6,19,1986,5,22,73
42083,Clark Gable,1901,2,1,1960,11,16,59
13634198,Ray Gallagher,1885,4,17,1953,3,6,67
24400535,Richard &quot;Skeets&quot; Gallagher,1891,7,28,1955,5,22,63
44576708,Tom Gallery,1897,11,27,1993,8,25,95
2461815,Don Galloway,1937,7,27,2009,1,8,71
13062373,Fred Gamble (actor),1868,10,26,1939,2,17,70
2076757,James Gammon,1940,4,20,2010,7,16,70
25772868,Chester Gan,1908,7,4,1959,6,29,50
9257001,James Gandolfini,1961,9,18,2013,6,19,51
7488416,Al Ernest Garcia,1887,3,11,1938,9,4,51
3319651,Ed Gardner,1901,6,29,1963,8,17,62
149798,John Garfield,1913,3,4,1952,5,21,39
15201990,Edward Gargan,1902,7,17,1964,2,19,61
1369252,William Gargan,1905,7,17,1979,2,17,73
17173724,Jack Garner,1926,9,19,2011,9,13,84
168544,James Garner,1928,4,7,2014,7,19,86
923680,Paul Garner,1909,7,31,2004,8,8,95
309562,Richard Garrick,1878,12,27,1962,8,21,83
555703,Dave Garroway,1913,7,13,1982,7,21,69
7238665,William Garwood,1884,4,28,1950,12,28,66
6966682,Larry Gates,1915,9,24,1996,12,12,81
23678015,Slim Gaut,1893,7,8,1964,4,17,70
14955001,Gregory Gaye,1900,10,10,1993,8,23,92
802346,George Gaynes,1917,5,3,2016,2,15,98
471247,Michael V. Gazzo,1923,4,5,1995,2,14,71
1057389,Ben Gazzara,1930,8,28,2012,2,3,81
924199,Will Geer,1902,3,9,1978,4,22,76
2301678,Gidget Gein,1969,9,11,2008,10,8,39
17371710,Clarence Geldart,1867,6,9,1935,5,13,67
37023421,Pierre Gendron (actor),1896,3,4,1956,11,27,60
5527169,Gene Gene the Dancing Machine,1932,4,25,2015,3,9,82
1634785,Anthony George,1921,3,17,2005,3,16,83
2582199,Christopher George,1931,2,25,1983,11,28,52
23592672,Carl Gerard,1885,9,28,1966,1,6,80
2783176,Steven Geray,1904,11,10,1973,12,26,69
40184458,Jakob &quot;Jackie&quot; Gerlich,1917,9,21,1960,12,27,43
41303727,Dan Gerrity,1953,12,21,2013,11,20,59
15932234,Sumner Getchell,1906,10,20,1990,9,21,83
18025516,Charles Giblyn,1871,9,6,1934,3,14,62
1169423,Henry Gibson,1935,9,21,2009,9,14,73
1585014,Hoot Gibson,1892,8,6,1962,8,23,70
11192697,Stefan Gierasch,1926,2,5,2014,9,6,88
201682,John Gilbert (actor),1899,7,10,1936,1,9,36
11592336,Paul Gilbert (actor),1918,12,27,1976,2,13,57
7208413,Steven Gilborn,1936,7,15,2009,1,2,72
4931498,Michael Gilden,1962,9,22,2006,12,5,44
1392337,Jack Gilford,1907,7,25,1990,6,4,82
14192736,Claude Gillingwater,1870,8,2,1939,11,1,69
31418411,Frank Gillmore,1867,5,14,1943,3,29,75
46452873,Lowell Gilmore,1906,12,20,1960,1,31,53
810701,Robert Ginty,1948,11,14,2009,9,21,60
42509287,Tony Giorgio,1923,9,27,2012,2,1,88
12724580,Joseph W. Girard,1871,4,2,1949,8,21,78
7364552,Robert Gist,1917,10,1,1998,5,21,80
13598498,Gaston Glass,1899,12,31,1965,11,11,65
143114,Jackie Gleason,1916,2,26,1987,6,24,71
1369337,James Gleason,1882,5,23,1959,4,12,76
434455,Paul Gleason,1939,5,4,2006,5,27,67
44187958,Russell Gleason,1907,2,6,1945,12,26,38
12914077,J. Frank Glendon,1886,10,25,1937,3,17,50
1530466,Roy Glenn,1914,6,3,1971,3,12,56
91013,George Gobel,1919,5,20,1991,2,24,71
4474569,Dedrick D. Gobert,1971,11,25,1994,11,19,22
431363,Alexander Godunov,1949,11,28,1995,5,18,45
1369445,Thomas Gomez,1905,7,10,1971,6,18,65
51090874,Jose Gonzales-Gonzales,1922,12,15,2000,12,15,78
4102998,Pedro Gonzalez Gonzalez,1925,5,24,2006,2,6,80
5455782,Bill Goodwin,1910,7,28,1958,5,9,47
4262962,Harold Goodwin (American actor),1902,12,1,1987,7,12,84
24011127,Greg Goossen,1945,12,14,2011,2,26,65
7412734,David Gorcey,1921,2,6,1921,2,6,0
1931866,Leo Gorcey,1917,6,3,1969,6,2,51
9864505,Bruce Gordon (actor),1916,2,1,2011,1,20,94
17083423,C. Henry Gordon,1883,6,17,1940,12,3,57
28129184,Carl Gordon (actor),1932,1,20,2010,7,20,78
32348122,Gavin Gordon (actor),1901,4,7,1983,4,7,82
5839997,Hayes Gordon,1920,2,25,1999,10,19,79
12892268,James Gordon (actor),1871,4,23,1941,5,12,70
3545745,Leo Gordon,1922,12,2,2000,12,26,78
27542179,Buddy Gorman,1921,9,2,2010,4,1,88
7161494,Cliff Gorman,1936,10,13,2002,9,5,65
3087126,Walt Gorney,1912,4,12,2004,3,5,91
834964,Frank Gorshin,1933,4,5,2005,5,17,72
1468643,Lloyd Gough,1907,9,21,1984,7,23,76
2356934,Harold Gould,1923,12,10,2010,9,11,86
15573027,William Gould (actor),1886,5,2,1969,5,15,83
472421,Ray Goulding,1922,3,20,1990,3,24,68
326309,Robert Goulet,1933,11,26,2007,10,30,73
6801905,Don Grady,1944,6,8,2012,6,27,68
38132083,Ed Grady,1923,8,31,2012,12,10,89
5844444,Tom Graeff,1929,11,12,1970,12,19,41
888167,David Graf,1950,4,16,2001,4,7,50
14499774,Fred Graham (actor),1908,10,26,1979,10,10,70
8006191,Ronny Graham,1919,8,26,1999,7,4,79
33581180,T. Max Graham,1941,9,2,2011,10,27,70
17386707,Albert Gran,1862,8,4,1932,12,16,70
961559,Farley Granger,1925,7,1,2011,3,27,85
838617,Kirby Grant,1911,11,24,1985,10,30,73
1410969,Charley Grapewin,1869,12,20,1956,2,2,86
503314,Peter Graves,1926,3,18,2010,3,14,83
19360419,Ralph Graves,1900,1,23,1977,2,18,77
4713422,Gary Gray (actor),1936,12,18,2006,4,4,69
14122017,Joe Gray (actor),1912,5,5,1971,3,15,58
13064592,Lawrence Gray,1898,7,28,1970,2,2,71
41301182,Robert Gray (actor),1945,2,10,2013,10,31,68
23388708,Walter Greaza,1897,1,1,1973,6,1,76
12734800,Harrison Greene,1884,1,18,1945,9,28,61
244829,Sydney Greenstreet,1879,12,27,1954,1,18,74
25851542,Tom Greenway,1909,6,5,1985,2,8,75
3075761,Dabbs Greer,1917,4,2,2007,4,28,90
46591316,Michael Greer,1938,4,20,2002,9,14,64
1068581,James Gregory (actor),1911,12,23,2002,9,16,90
16272216,Robert Greig,1879,12,27,1958,6,27,78
14071949,R. Henry Grey,1891,7,17,1934,4,26,42
15199410,Eddie Gribbon,1890,1,3,1965,9,28,75
13021130,Harry Gribbon,1885,6,9,1961,7,28,76
12856934,Frank Griffin (director),1886,9,17,1953,3,17,66
25921899,Tod Griffin,1919,1,15,2002,4,23,83
113137,Andy Griffith,1926,6,1,2012,7,3,86
8356383,Charles B. Griffith,1930,9,23,2007,9,28,77
2237056,James Griffith,1916,2,13,1993,9,17,77
12572214,Peter Griffith,1933,10,23,2001,5,14,67
32138136,Riley Griffiths,1997,5,14,1997,5,14,0
3093897,George Grizzard,1928,4,1,2007,10,2,79
5853025,David Groh,1939,5,21,2008,2,12,68
9738093,Fred Grossinger,1936,1,1,1995,11,21,59
4413347,Harry Guardino,1925,12,23,1995,7,17,69
17032054,Paul Guilfoyle (actor born 1902),1902,7,14,1961,6,27,58
8384705,Tito Guizar,1908,4,8,1999,12,24,91
2802489,Moses Gunn,1929,10,2,1993,12,16,64
8484340,Louis Guss,1918,1,4,2008,9,29,90
56992,Fred Gwynne,1926,7,10,1993,7,2,66
12824675,William Haade,1903,3,2,1966,11,15,63
14173479,George Hackathorne,1896,2,13,1940,6,25,44
255937,Buddy Hackett,1924,8,31,2003,6,30,78
46283464,Karl Hackett,1893,9,5,1948,10,24,55
30731768,Raymond Hackett,1902,7,15,1958,7,7,55
6758892,Reed Hadley,1911,6,25,1974,12,11,63
20429468,Thomas J. Hageboeck,1945,7,20,1996,4,4,50
2219711,Kevin Hagen,1928,4,3,2005,7,9,77
584845,Dan Haggerty,1942,11,19,2016,1,15,73
3189670,Don Haggerty,1914,7,3,1988,8,19,74
324168,Larry Hagman,1931,9,21,2012,11,23,81
26124845,Horace Hahn,1915,7,23,2003,1,31,87
1939122,Jess Hahn,1921,10,29,1998,6,29,76
28553275,Douglas Haig (actor),1920,3,9,2011,2,1,90
566456,William Haines,1900,1,2,1973,12,26,73
3514919,Jester Hairston,1901,7,9,2000,1,18,98
565927,Alan Hale Jr.,1921,3,8,1990,1,2,68
590330,Alan Hale Sr.,1892,2,10,1950,1,22,57
5765606,Creighton Hale,1882,5,24,1965,8,9,83
29892362,Richard Hale,1892,11,16,1981,5,18,88
508579,Jack Haley,1897,8,10,1979,6,6,81
3967522,H. B. Halicki,1940,10,18,1989,8,20,48
5319775,Bryant Haliday,1928,4,7,1996,7,28,68
11536080,Arch Hall Sr.,1908,12,21,1978,4,28,69
434031,Huntz Hall,1920,8,15,1999,1,30,78
13944027,James Hall (actor),1900,10,22,1940,6,7,39
1589639,Jon Hall (actor),1915,2,23,1979,12,13,64
1113247,Kevin Peter Hall,1955,5,9,1991,4,10,35
3427802,Porter Hall,1888,9,19,1953,10,6,65
12837562,Thurston Hall,1882,5,10,1958,2,20,75
4386332,Charles Hallahan,1943,7,29,1997,11,25,54
2442933,John Halliday (actor),1880,9,14,1947,10,17,67
1211567,Billy Halop,1920,2,11,1976,11,9,56
12713780,Charles Halton,1876,3,16,1959,4,16,83
2934189,Rusty Hamer,1947,2,15,1990,1,18,42
4859327,Bernie Hamilton,1928,6,12,2008,12,30,80
42035550,Hale Hamilton,1880,2,28,1942,5,19,62
14177466,Mahlon Hamilton,1880,6,15,1960,6,20,80
2262188,Murray Hamilton,1923,3,24,1986,9,1,63
1111532,Neil Hamilton (actor),1899,9,9,1984,9,24,85
12534668,Richard Hamilton (actor),1920,12,31,2004,12,21,83
4378283,Walter Hampden,1879,6,30,1955,6,11,75
23019469,John Hancock (actor),1941,3,4,1992,10,12,51
436395,Gunnar Hansen,1947,3,4,2015,11,7,68
28340862,William Hansen (actor),1911,3,2,1975,6,23,64
177856,Curtis Hanson,1945,3,24,2016,9,20,71
13111650,Carl Harbaugh,1886,11,10,1960,2,26,73
32061279,James Harder (actor),1931,11,19,2009,1,9,77
84345,Oliver Hardy,1892,1,18,1957,8,7,65
38030066,Sam Hardy (actor),1883,3,21,1935,10,16,52
48840957,William Hardy (actor),1933,1,19,2008,10,14,75
7519553,Will Hare,1919,8,31,1997,8,31,78
476897,Mickey Hargitay,1926,1,6,2006,9,14,80
22847738,John Harkins (actor),1932,9,7,1999,3,5,66
4479541,Kenneth Harlan,1895,7,26,1967,3,6,71
28440629,John Harmon (actor),1905,6,30,1985,8,6,80
741705,Mark Harmon,1951,9,2,1951,9,2,0
15567181,Pat Harmon,1886,2,3,1958,11,26,72
17909071,Ralf Harolde,1899,5,17,1974,11,11,75
18645421,Johnny Harra,1946,7,11,2011,3,30,64
21819646,Roland Harrah III,1973,1,20,1995,1,3,21
1799862,Pat Harrington Jr.,1929,8,13,2016,1,6,86
46894463,Fox Harris,1936,5,3,1988,12,27,52
40032876,Joe Harris (actor),1870,1,11,1953,6,11,83
781810,Jonathan Harris,1914,11,6,2002,11,3,87
1093464,Julius Harris,1923,8,17,2004,10,17,81
15810694,Leonard Harris (actor),1929,11,27,2011,8,28,81
726151,Phil Harris,1904,6,24,1995,8,11,91
3112184,Robert H. Harris,1911,7,15,1981,11,30,70
1618973,Robin Harris,1953,7,30,1990,3,18,36
26641665,Stacy Harris,1918,7,26,1973,3,13,54
15553487,Wadsworth Harris,1864,10,9,1942,11,1,78
13539961,John Harron,1903,3,31,1939,11,24,36
3006270,Robert Harron,1893,4,12,1920,9,5,27
44850824,Harry Allen (actor),1883,7,10,1951,12,4,68
1203840,John Hart (actor),1917,12,13,2009,9,20,91
13478955,Neal Hart,1870,4,7,1949,4,2,78
7510587,Richard Hart (actor),1915,4,14,1951,1,2,35
13612561,Pat Hartigan (actor),1881,12,21,1951,5,8,69
2843960,Paul Hartman,1904,3,1,1973,10,2,69
100840,Phil Hartman,1948,9,24,1998,5,28,49
23352799,Don C. Harvey,1911,12,12,1963,4,23,51
997147,Herk Harvey,1924,6,3,1996,4,3,71
26078820,John Harvey (American actor),1917,6,28,1970,12,25,53
14300923,Lew Harvey,1887,10,6,1953,12,19,66
14060065,Paul Harvey (actor),1882,9,10,1955,12,5,73
22502169,Rodney Harvey,1967,7,31,1998,4,11,30
7124101,David Haskell,1948,6,4,2000,8,30,52
14810941,Peter Haskell,1934,10,15,2010,4,12,75
6624920,Bob Hastings,1925,4,18,2014,6,30,89
1377544,Hurd Hatfield,1917,12,17,1998,12,26,81
5765876,Raymond Hatton,1887,7,7,1971,10,21,84
1800789,Rondo Hatton,1894,4,22,1946,2,2,51
13037410,William Hauber,1891,5,20,1929,7,17,38
28856503,Ullrich Haupt (actor born 1887),1887,8,8,1931,8,5,43
36048042,Jerry Hausner,1909,5,20,1993,4,1,83
15133809,Jim Hawthorne,1918,11,20,2007,11,6,88
5794649,James Hayden,1953,11,25,1983,11,8,29
7557115,Russell Hayden,1912,6,12,1981,6,9,68
921360,Sterling Hayden,1916,3,26,1986,5,23,70
15911580,J. Charles Haydon,1875,3,27,1943,10,15,68
13720744,Frank Hayes (actor),1871,5,17,1923,12,28,52
880023,George &quot;Gabby&quot; Hayes,1885,5,7,1969,2,9,83
165932,Isaac Hayes,1942,8,20,2008,8,10,65
7700570,John Hayes (director),1930,3,1,2000,8,21,70
4458727,Peter Lind Hayes,1915,6,25,1998,4,21,82
1327064,Johnny Haymer,1920,1,19,1989,11,18,69
23186673,Bob Haymes,1923,3,29,1989,1,28,65
5954329,Dick Haynes,1911,1,9,1980,11,24,69
4032012,Jerry Haynes,1927,1,31,2011,9,26,84
6591546,Lloyd Haynes,1934,9,19,1986,12,31,52
13016492,Chuck Hayward,1920,1,20,1998,2,23,78
20306577,Vinton Hayworth,1906,6,4,1970,5,21,63
13431962,Myron Healey,1923,6,8,2005,12,21,82
10455027,David Healy (actor),1929,5,15,1995,10,25,66
396962,Ted Healy,1896,10,1,1937,12,21,41
13569739,Guy Edward Hearn,1888,9,6,1963,4,15,74
13595943,Stanton Heck,1877,1,8,1929,12,16,52
13295387,Guy Hedlund,1884,8,21,1964,12,29,80
774567,Van Heflin,1908,12,13,1971,7,23,62
6332109,Robert Hegyes,1951,5,7,2012,1,26,60
1855637,Percy Helton,1894,1,31,1971,9,11,77
654298,Sherman Hemsley,1938,2,1,2012,7,24,74
51386316,Albert Henderson (actor),1915,1,29,2004,1,17,88
10074317,Bill Henderson (performer),1926,3,19,2016,4,3,90
10986786,Dutch Hendrian,1896,1,19,1953,12,13,57
3679907,Benjamin Hendrickson,1950,8,26,2006,7,3,55
17292200,Hank Henry,1906,7,9,1981,3,31,74
1205398,William Henry (actor),1914,11,10,1982,8,10,67
4839720,Barton Hepburn,1906,2,28,1955,10,9,49
6200536,Charles Herbert,1948,12,23,2015,10,31,66
7480230,Fred Herko,1936,2,23,1964,10,27,28
383091,Edward Herrmann,1943,7,21,2014,12,31,71
280903,Mark Herron,1928,7,8,1996,1,13,67
1357507,David Hess,1936,9,19,2011,10,7,75
46165,Charlton Heston,1923,10,4,2008,4,5,84
1830922,Jon-Erik Hexum,1957,11,5,1984,10,18,26
31881134,Louis Jean Heydt,1903,4,17,1960,1,29,56
15688482,Herbert Heyes,1889,8,3,1958,5,31,68
44619431,Herbert Heywood (actor),1881,2,1,1964,9,15,83
1394966,William Hickey (actor),1927,9,19,1997,6,29,69
5312841,Bill Hickman,1921,1,25,1986,2,24,65
4424155,Howard Hickman,1880,2,9,1949,12,31,69
12740568,Russell Hicks,1895,6,4,1957,6,1,61
13595469,Wilbur Higby,1867,8,21,1934,12,1,67
4185962,Colin Higgins,1941,7,28,1988,8,5,47
20168648,Michael Higgins (actor),1920,1,20,2008,11,5,88
25969363,Al Hill (actor),1892,7,14,1954,7,14,62
23807034,Clayton Hill,1931,5,7,2009,7,26,78
32117283,Craig Hill (actor),1926,3,5,2014,4,21,88
5925192,Gil Hill,1931,11,5,2016,2,29,84
13488964,Lee Hill (actor),1894,7,8,1957,9,15,63
11261933,Ralston Hill,1927,4,24,1996,10,19,69
12718032,Roger Hill (actor),1948,7,31,2014,2,20,65
1615104,Steven Hill,1922,2,24,2016,8,23,94
3311579,Thomas Hill (actor),1927,6,2,2009,4,20,81
13602977,Ernest Hilliard,1890,1,31,1947,9,3,57
423922,Earl Hindman,1942,10,3,2003,12,29,61
9523513,Samuel S. Hinds,1875,4,4,1948,10,13,73
293359,Gregory Hines,1946,2,14,2003,8,9,57
46447135,Johnny Hines,1895,7,25,1970,10,24,75
475055,Pat Hingle,1924,7,19,2009,1,3,84
29028401,Bill Hinnant,1935,8,28,1978,2,17,42
5700333,Bill Hinzman,1936,10,24,2012,2,5,75
47720197,Don Ho,1930,8,13,2007,4,14,76
30494141,Peter Hobbs (actor),1918,1,19,2011,1,2,92
32907201,Earle Hodgins,1893,10,6,1964,4,14,70
700164,John Hodiak,1914,4,16,1955,10,19,41
8940,David Huffman,1945,5,10,1985,2,27,39
15192935,Otto Hoffman,1879,5,2,1944,6,23,65
564099,Philip Seymour Hoffman,1967,7,23,2014,2,2,46
48843271,Dick Hogan,1917,11,27,1995,8,18,77
5121778,Arthur Hohl,1889,5,21,1964,3,10,74
147352,William Holden,1918,4,17,1981,11,12,63
